start...indoor
-81,-81,-86
-85,-82,-82
-81,-82,-86
-83,-85,-85
-82,-88,-90
-85,-86,-87
-79,-86,-90
-79,-90,-85
-79,-82,-86
-82,-84,-86
-89,-85,-85
-85,-86,-86
-75,-79,-82
-79,-75,-71
-85,-84,-77
-70,-68,-65
-73,-73,-66
-76,-80,-63
-74,-76,-61
-76,-70,-76
-72,-66,-73
-73,-79,-69
-71,-81,-70
-71,-72,-65
-76,-72,-66
-73,-73,-69
-72,-66,-68
-79,-72,-65
-78,-72,-67
-70,-68,-66
-73,-70,-66
-74,-88,-67
-76,-76,-71
-77,-83,-73
-74,-86,-68
-74,-77,-71
-75,-88,-68
-77,-78,-72
-77,-82,-74
-75,-86,-68
-75,-86,-67
-91,-81,-84
-90,-80,-85
-80,-79,-84
-80,-80,-85
-80,-80,-87
-63,-72,-81
-62,-77,-71
-64,-77,-73
-64,-74,-80
-63,-72,-72
-71,-77,-73
-70,-86,-73
-70,-78,-77
-78,-78,-73
-72,-73,-73
-68,-78,-45
-74,-83,-46
-85,-77,-49
-68,-73,-45
-76,-84,-46
-85,-38,-75
-85,-42,-80
-73,-39,-78
-85,-38,-79
-86,-42,-78
-39,-82,-78
-41,-80,-88
-41,-77,-75
-38,-76,-77
-38,-85,-76
-73,-74,-67
-85,-87,-68
-73,-79,-67
-75,-74,-67
-86,-86,-68
-73,-84,-68
-73,-79,-67
-75,-75,-67
-89,-79,-68
-73,-80,-67
-77,-81,-67
-79,-85,-76
-79,-72,-76
-76,-78,-68
-77,-81,-68
-77,-83,-72
-67,-70,-62
-72,-73,-63
-77,-82,-70
-67,-82,-63
-89,-77,-67
-88,-80,-67
-85,-79,-67
-88,-81,-68
-82,-79,-68
-83,-74,-70
-79,-84,-66
-82,-78,-69
-84,-78,-74
-78,-81,-67
-80,-73,-61
-81,-82,-67
-82,-74,-61
-80,-83,-61
-85,-79,-60
-74,-75,-61
-77,-76,-62
-80,-75,-66
-82,-82,-61
-77,-83,-61
-72,-79,-58
-76,-84,-66
-69,-71,-59
-73,-70,-58
-77,-82,-65
-78,-73,-59
-76,-80,-60
-75,-83,-64
-83,-75,-64
-80,-75,-59
-76,-82,-61
-74,-84,-60
-73,-74,-58
-76,-74,-61
-74,-85,-61
